lead_LEADQUALIFYCATION,contact_Код ПВЗ,lead_Вес (грамм)*,lead_Объявленная ценность (руб),lead_будущие покупки,lead_Сумма наложенного платежа (руб),lead_ACTUAL-FORMAT,lead_responsible_user_id,lead_Тариф Доставки,lead_Линейная длина (см),lead_utm_content,lead_Дата создания сделки,contact_LTV,sale_date,lead_LTV,lead_FORMNAME,outcome_unknown,lead_loss_reason_id,lead_Дата получения денег на Р/С
a,,,8200.0,не известно,8200.0,,MGR_0009,Посылка склад-склад,40.0,705550129_5688026286_17471187522_type1_mobile_wer.ru_none_0_205688026286_Посёлок Тельмана,1766264400.0,,2025-12-21,,order_bak,False,,
,IZHV58,784.0,,не известно,,,MGR_0007,Посылка склад-склад,,,1766264400.0,9215.0,2025-12-21,,,False,,1768424400.0
,,1060.0,,не известно,,,MGR_0001,Посылка склад-дверь,,,1766264400.0,10660.0,2025-12-21,,,False,,
,,,5430.0,не известно,5430.0,,MGR_0009,Посылка склад-склад,30.0,702103466_5621792100_17194334912_type1_mobile_ru.ok.android_none_0_205621792100_Bichura,1766264400.0,5430.0,2025-12-21,,order_bak,False,,
,SAR4,1180.0,,не известно,,,MGR_0001,Посылка склад-склад,,705473943_5686627630_17465599900_type1_mobile_www.ixbt.com_none_0_205686627630_Саратов,1766178000.0,,2025-12-21,,artraid-dem,False,,
,BLTS1,410.0,,не известно,,,MGR_0007,Посылка склад-склад,,705804090_5691995719_17492529258_type1_mobile_dzen.ru_none_0_205691995719_Beloretsk,1766264400.0,13516.0,2025-12-21,,order,False,,1768770000.0
,RZN23,1368.0,,не известно,,,MGR_0007,Посылка склад-склад,,704995802_5678634236_17420178939_type1_mobile_readli.net_none_0_205678634236_Ryazan,1766264400.0,19047.0,2025-12-21,,,False,,1768338000.0
,KLD4,206.0,,унив повязка,,,MGR_0005,Посылка склад-склад,,705509227_5687322921_17468392959_type1_mobile_ru.yandex.weatherplugin_none_0_205687322921_Kaliningrad,1766264400.0,4832.0,2025-12-21,,artraid-dem,False,,1768424400.0
,,1134.0,,не известно,,,MGR_0007,Посылка склад-дверь,,705626042_5689328587_17478040527_type1_mobile_yandex.ru_none_0_205689328587_Томск,1766264400.0,14185.0,2025-12-21,,artraid-dem,False,,1768424400.0
,NSK300,1442.0,,матрас,,,MGR_0001,Посылка склад-склад,,,1766178000.0,16115.0,2025-12-21,,,False,,1768510800.0
,KHME18,352.0,,не известно,,,MGR_0007,Посылка склад-склад,,702467952_5626407414_17224744124_type1_desktop_dzen.ru_none_0_205626407414_Химки,1766264400.0,10045.0,2025-12-21,,,False,,1768251600.0
,YEKB346,1440.0,,не известно,,,MGR_0001,Посылка склад-склад,,705458784_5686450289_17464107905_type1_mobile_com.warrior.screw.gp_none_0_205686450289_Yekaterinburg,1766178000.0,15910.0,2025-12-21,,artraid-dem,False,,1768510800.0
,NN10,2200.0,,не известно,,,MGR_0001,Посылка склад-склад,,,1766264400.0,59590.0,2025-12-21,,,False,,1768251600.0
,NN6,4882.0,,не известно,,,MGR_0007,Посылка склад-склад,,704995793_5678634052_17420178794_type1_mobile_ru.odnoklassniki.iphone_none_0_205678634052_Postol'skoye rural settlement,1766264400.0,54400.0,2025-12-21,,,False,,
,VOS2,552.0,,не известно,,,MGR_0009,Посылка склад-склад,,702467942_5626407374_17224743482_type1_mobile_dzen.ru_none_0_205626407374_Moscow,1764190800.0,23935.0,2025-12-21,,,False,,
,KHAB16,1050.0,,не известно,,,MGR_0001,Посылка склад-склад,,705510528_5687335106_17468494365_type1_mobile_ru.ok.android_none_0_205687335106_Khabarovsk,1766264400.0,13110.0,2025-12-21,,order_bak,False,,1768770000.0
a,TII5,1490.0,,не известно,,,MGR_0005,Посылка склад-склад,,705007398_5681163671_17436967264_type1_mobile_none_premium_1_56080052670_Москва,1766264400.0,15930.0,2025-12-21,,consult,False,,1768424400.0
,MSK3,692.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1766264400.0,11419.0,2025-12-21,,,False,,1768165200.0
a,MSK1311,712.0,,не известно,,,MGR_0009,Посылка склад-склад,,705508818_5687305177_17468349468_type1_mobile_dzen.ru_none_0_205687305177_Химки,1766264400.0,8100.0,2025-12-21,,consult,False,,1768510800.0
a,VLG149,1378.0,,не известно,,,MGR_0003,Посылка склад-склад,,705546285_5687949484_17470918589_type1_tablet_dzen.ru_none_0_205687949484_Волгоград,1766264400.0,14390.0,2025-12-21,,consult,False,,1768424400.0
,RZN15,1380.0,,не известно,,,MGR_0001,Посылка склад-склад,,702103466_5621792100_17194334912_type1_mobile_adme.media_none_0_205621792100_Рязань,1766178000.0,13545.0,2025-12-21,,order_bak,False,,
,KSK22,1936.0,,не известно,,,MGR_0009,Посылка склад-склад,,,,42815.0,2025-12-21,,,False,,
,MSK56,,,не известно,,,MGR_0009,Посылка склад-склад,,115509254_5632603232_17256366549_type1_mobile_com.avito.android_none_0_205632603232_Ufa,1766264400.0,,2025-12-21,,,False,,
,SVK27,1384.0,,унив повязка,,,MGR_0003,Посылка склад-склад,,702103466_5621792100_17194334912_type1_desktop_yandex.ru_none_0_205621792100_Архангельск,1766264400.0,14645.0,2025-12-21,,order_bak,False,,1768338000.0
a,ZIM4,690.0,,не известно,,,MGR_0007,Посылка склад-склад,,705579014_5688533005_17473972089_type1_mobile_yandex.ru_none_0_205688533005_Тайшет,1766264400.0,,2025-12-21,,consult,False,,
,NN43,1578.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,46831.0,2025-12-21,16578.0,,False,,
,SPB546,1170.0,,не известно,,,MGR_0001,Посылка склад-склад,,702467942_5626407374_17224743482_type1_desktop_dzen.ru_none_0_205626407374_Лениногорск,,13340.0,2025-12-21,,,False,,1768338000.0
,KOZ16,1010.0,,матрас,,,MGR_0005,Посылка склад-склад,,705640924_5689451500_17478895643_type1_mobile_com.wood.bolt.wordle.screw.nuts.puzzle_none_0_205689451500_Kozmodemyansk,1766264400.0,11850.0,2025-12-21,,order,False,,1768338000.0
,YEKB86,1434.0,,не известно,,,MGR_0001,Посылка склад-склад,,705483886_5686778971_17466316110_type1_mobile_free.vpn.unblock.proxy.turbovpn_none_0_205686778971_Yekaterinburg,1766264400.0,15910.0,2025-12-21,,artraid-dem,False,,1768424400.0
,BLK5,694.0,,не известно,,,MGR_0005,Посылка склад-склад,,,,15147.0,2025-12-21,,,False,,1768424400.0
,VPN2,788.0,,матрас,,,MGR_0001,Посылка склад-склад,,705617786_5689283415_17477537033_type1_desktop_gorojanin-iz-b.livejournal.com_none_0_205689283415_Вятскополянский район,1766264400.0,9275.0,2025-12-21,,order,False,,1768424400.0
,SKP1,568.0,,не известно,,,MGR_0007,Посылка склад-склад,,705578812_5688520433_17473928288_type1_mobile_yandex.ru_none_0_205688520433_Скопин,1766264400.0,16450.0,2025-12-21,,order,False,,1768338000.0
,BRV3,694.0,,матрас,,,MGR_0005,Посылка склад-склад,,705617781_5689283408_17477537010_type1_mobile_ru.ok.android_none_0_205689283408_Borovichy,1766264400.0,,2025-12-21,,order,False,,
a,CHER23,694.0,,не известно,,,MGR_0009,Посылка склад-склад,,705550129_5688026286_17471187522_type1_mobile_progorod43.ru_none_0_205688026286_Большегондырское сельское поселение,1766005200.0,,2025-12-21,,order_bak,False,,
,KSK152,692.0,,не известно,,,MGR_0003,Посылка склад-склад,,705462103_5686504334_17464419002_type1_mobile_otzovik.com_none_0_205686504334_Красноярск,1766350800.0,8345.0,2025-12-22,,artraid-dem,False,,1768770000.0
,ULN10,710.0,,не известно,,,MGR_0007,Посылка склад-склад,,704995793_5678634052_17420178793_type1_mobile_yandex.ru_none_0_205678634052_Оренбург,1766091600.0,8070.0,2025-12-22,,,False,,1768424400.0
,YLA8,2218.0,,не известно,,,MGR_0006,Посылка склад-склад,,705827464_5692524628_17494616484_type1_mobile_dzen.ru_none_0_205692524628_Йошкар-Ола,1766350800.0,18750.0,2025-12-22,,order,False,,1768424400.0
,SAR22,618.0,,жилет,,,MGR_0006,Посылка склад-склад,,,1766350800.0,30835.0,2025-12-22,,,False,,1768424400.0
,KMSH12,1340.0,,не известно,,,MGR_0006,Посылка склад-склад,,,1766350800.0,13640.0,2025-12-22,,,False,,
,KSD48,384.0,,не известно,,,MGR_0006,Посылка склад-склад,,702103466_5621792100_17194334912_type1_mobile_m.dzen.ru_none_0_205621792100_Краснодар,1766350800.0,8078.0,2025-12-22,,order_bak,False,,1768510800.0
,CHEL173,1046.0,,не известно,,,MGR_0010,Посылка склад-склад,,702103466_5621792100_17194334912_type1_mobile_74.ru_none_0_205621792100_Челябинск,1766350800.0,,2025-12-22,,order_bak,False,,
,,416.0,,матрас,,,MGR_0004,Посылка склад-дверь,,,,154223.0,2025-12-22,80542.0,,False,,1768510800.0
,,,4106.0,не известно,4106.0,,MGR_0003,Посылка склад-склад,30.0,Неизвестно,,19909.0,2025-12-22,,,False,,
,IRK111,1010.0,,не известно,,,MGR_0006,Посылка склад-склад,,Неизвестно,1766350800.0,19303.0,2025-12-22,,,False,,1768770000.0
,,,8260.0,не известно,8260.0,,MGR_0010,Почта Посылка,40.0,705458784_5686450289_17464107905_type1_mobile_ru.yandex.weatherplugin_none_0_205686450289_Bugotaksky sel&#039;sovet,1766350800.0,8260.0,2025-12-22,,artraid-dem,False,,
,BLZ1,,93600.0,не известно,,,MGR_0003,Посылка склад-склад,60.0,,1766350800.0,268995.0,2025-12-22,,order,False,,
,,692.0,,не известно,,,MGR_0007,Посылка склад-дверь,,,,15397.0,2025-12-22,,,False,,1768424400.0
,KEM13,354.0,,не известно,,,MGR_0010,Посылка склад-склад,,705741965_5690890647_17486966330_type1_mobile_dzen.ru_none_0_205690890647_Berezovskoye rural settlement,1766091600.0,10200.0,2025-12-22,,artraid-dem,False,,1768770000.0
,,,18695.0,матрас,18695.0,,MGR_0006,Почта Посылка,43.0,,1766350800.0,18695.0,2025-12-22,,,False,,
,KZN10,2654.0,,не известно,,,MGR_0007,Посылка склад-склад,,705706473_5690344703_17483560152_type1_mobile_m.dzen.ru_none_0_205690344703_Казань,1766350800.0,22475.0,2025-12-22,,consult,False,,1768424400.0
,DMO17,692.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1766350800.0,8000.0,2025-12-22,,,False,,
,,,23235.0,не известно,23235.0,,MGR_0006,Посылка склад-склад,43.0,701745533_5617607717_17161722262_type1_desktop_ya.ru_none_0_205617607717_Ишим,1766350800.0,23235.0,2025-12-22,,,False,,
,,626.0,,не известно,,,MGR_0007,Посылка склад-дверь,,,1766350800.0,5725.0,2025-12-22,,,False,,1768338000.0
,TYUM20,606.0,,не известно,,,MGR_0006,Посылка склад-склад,,702467952_5626407414_17224744124_type1_mobile_dzen.ru_none_0_205626407414_Tyumen,1765659600.0,9210.0,2025-12-22,,,False,,1768770000.0
,NKZ71,2652.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705827372_5692524386_17494614372_type1_mobile_ngs.ru_none_0_205692524386_Новосибирск,1766350800.0,21580.0,2025-12-22,,order,False,,1768770000.0
,BEZ1,2044.0,,не известно,,,MGR_0007,Посылка склад-склад,,,,48175.0,2025-12-22,,,False,,1768338000.0
,TGN4,2120.0,,не известно,,,MGR_0006,Посылка склад-склад,,702829680_5631593580_17251575493_type1_desktop_e.mail.ru_none_0_55445950704_Таганрог,1764622800.0,24056.0,2025-12-22,,order_bak,False,,1768424400.0
,,,8571.0,не известно,,,MGR_0003,Посылка склад-склад,40.0,,1766350800.0,8571.0,2025-12-22,,,False,,
,RZN7,974.0,,не известно,,,MGR_0006,Посылка склад-склад,,Неизвестно,1766350800.0,26045.0,2025-12-22,,,False,,
,VGL54,392.0,,не известно,,,MGR_0001,Посылка склад-склад,,Неизвестно,1766178000.0,6150.0,2025-12-22,,,False,,1768338000.0
,SRK26,206.0,,не известно,,,MGR_0010,Посылка склад-склад,,705493066_5686958978_17467132074_type1_mobile_www.vidal.ru_none_0_205686958978_Луховка,1766350800.0,5230.0,2025-12-22,,artraid-dem,False,,1768424400.0
,KRS10,182.0,,не известно,,,MGR_0006,Посылка склад-склад,,705615570_5689181864_17477224416_type1_desktop_dzen.ru_none_0_205689181864_Zhukovskiy,1766350800.0,4662.0,2025-12-22,,,False,,1768338000.0
,MSK2427,7050.0,,не известно,,,MGR_0003,Посылка склад-склад,,,,31800.0,2025-12-22,,,False,,
a,,,17061.0,не известно,17061.0,,MGR_0006,Посылка склад-склад,43.0,705828337_5692527143_17494628375_type1_mobile_news.ru_none_0_205692527143_Новосибирск,1766350800.0,17061.0,2025-12-22,,order_bak,False,,
,SUR25,1328.0,,не известно,,,MGR_0006,Посылка склад-склад,,705493173_5686963855_17467141653_type1_desktop_yandex.ru_none_0_205686963855_Сургут,1766350800.0,14490.0,2025-12-22,,artraid-dem,False,,1768424400.0
,LEN4,1776.0,,не известно,,,MGR_0003,Посылка склад-склад,,,1766264400.0,20159.0,2025-12-22,,,False,,1769374800.0
,,2654.0,,не известно,,,MGR_0006,Посылка склад-дверь,,,1766350800.0,21400.0,2025-12-22,,,False,,1768338000.0
,LYUB4,1058.0,,не известно,,,MGR_0006,Посылка склад-склад,,704995793_5678634052_17420178794_type1_desktop_24smi.press_none_0_205678634052_Люберцы,1766350800.0,10395.0,2025-12-22,,,False,,1768510800.0
,PRM198,1154.0,,не известно,,,MGR_0007,Посылка склад-склад,,,,202697.0,2025-12-22,,,False,,
,GAG3,454.0,,не известно,,,MGR_0006,Посылка склад-склад,,705804032_5691995514_17492528657_type1_desktop_mail.rambler.ru_none_0_205691995514_Gagarin,1766350800.0,5674.0,2025-12-22,,order,False,,1768770000.0
,,,18700.0,не известно,18700.0,,MGR_0003,Посылка склад-склад,43.0,702467942_5626407374_17224743482_type1_mobile_dzen.ru_none_0_205626407374_Arovsky sel'sovet,1766350800.0,18700.0,2025-12-22,,,False,,
a,BRN20,1810.0,,не известно,,,MGR_0010,Посылка склад-склад,,705804322_5691998109_17492550716_type1_desktop_track24.ru_none_0_205691998109_Барнаул,1766350800.0,22210.0,2025-12-22,,order_bak,False,,1768424400.0
,NGN3,1666.0,,не известно,,,MGR_0003,Посылка склад-склад,,704995802_5678634236_17420178939_type1_mobile_www.bolshoyvopros.ru_none_0_205678634236_Ногинск,1766350800.0,18400.0,2025-12-22,,,False,,1768770000.0
,ZLN8,1384.0,,не известно,,,MGR_0003,Посылка склад-склад,,119815667_5570789902_16977882691_type1_mobile_www.rbc.ru_none_0_205570789902_Зеленоград,1766350800.0,14420.0,2025-12-22,,,False,,1768338000.0
,,,8240.0,не известно,8240.0,,MGR_0023,Почта Посылка,40.0,705741965_5690890647_17486966323_type1_mobile_www.rbc.ru_none_0_205690890647_Elista,1766437200.0,8240.0,2025-12-23,,artraid-dem,False,,
,,1742.0,,не известно,,,MGR_0003,Посылка склад-дверь,,,1766350800.0,29470.0,2025-12-23,,consult,False,,1768770000.0
a,NFM9,626.0,,не известно,,,MGR_0023,Посылка склад-склад,,,1766437200.0,8340.0,2025-12-23,,error,False,,1768424400.0
,DBN4,1670.0,,не известно,,,MGR_0006,Посылка склад-склад,,702103466_5621792100_17194334913_type1_mobile_ru.zen.android_none_0_205621792100_Moscow,1766437200.0,18625.0,2025-12-23,,order_bak,False,,1768338000.0
,IRK84,1474.0,,не известно,,,MGR_0006,Посылка склад-склад,,705165165_5680933201_17435241828_type1_desktop_dzen.ru_none_0_56064456891_Иркутск,1766350800.0,15989.0,2025-12-23,,consult,False,,
,KOM2,1760.0,,не известно,,,MGR_0023,Посылка склад-склад,,,,89352.0,2025-12-23,66034.0,,False,,1768770000.0
,MIN65,1666.0,,не известно,,,MGR_0006,Посылка склад-склад,,703992510_5660496358_1889789292101331506_type1_desktop_kursk-news.ru_none_0_93788191_Селиванихинский сельсовет,1766437200.0,18995.0,2025-12-23,,,False,,1768770000.0
,,4650.0,,не известно,,,MGR_0006,Посылка склад-дверь,,705651720_5689545414_17479556178_type1_mobile_ru.zen.android_none_0_205689545414_Chita,1766437200.0,45299.0,2025-12-23,,consult,False,,1768770000.0
